hash,author,author_date,committer,committer_date,msg,parents,num_of_files,num_of_modified_java_files,added_lines,deleted_lines,nloc,jira issue key,summary,issue type,status,resolution,code_smells,code_smells_diff,design_smells,design_smell_diff
75d10f849981f467dcf4ef16d0d0d3270e5b9885,Karen Coppage,2020-09-29 17:06:50+02:00,GitHub,2020-09-29 16:06:50+01:00,"HADOOP-17267. Add debug-level logs in Filesystem.close() (#2321)


When a filesystem is closed, the FileSystem log will, at debug level,
log the method calling close/closeAll.

At trace level: the full calling stack.

Contributed by Karen Coppage.",['143bdd41885a43c7bc6e11f0c0d6e5820768aa2c'],1.0,1.0,19.0,1.0,2074.0,HADOOP-17267,Add debug-level logs in Filesystem#close,Improvement,Resolved,Fixed,0,0,,
4c5ad57818a7e894b5bf430358e02a0bb8618769,Xiaoyu Yao,2020-09-29 20:15:27-07:00,GitHub,2020-09-29 20:15:27-07:00,HADOOP-17284. Support BCFKS keystores for Hadoop Credential Provider. (#2334),['a89ca56a1b0eb949f56e7c6c5c25fdf87914a02f'],11.0,9.0,491.0,190.0,857.0,HADOOP-17284,Support BCFKS keystores for Hadoop Credential Provider,Improvement,Resolved,Fixed,0,0,,
a490d87eb7605125049d20bc15dbe0e5067150ab,He Xiaoqiao,2020-09-30 11:35:24+08:00,He Xiaoqiao,2020-09-30 12:12:52+08:00,HADOOP-17280. Service-user cost shouldn't be accumulated to totalDecayedCallCost and totalRawCallCost. Contributed by Jinglun.,['4c5ad57818a7e894b5bf430358e02a0bb8618769'],4.0,2.0,111.0,9.0,1130.0,HADOOP-17280,Service-user cost shouldn't be accumulated to totalDecayedCallCost and totalRawCallCost.,Improvement,Resolved,Fixed,0,0,,
d68d2a5c1ed53bcab546f6f870cf2084d22ca498,maobaolong,2020-10-01 05:22:55+08:00,GitHub,2020-09-30 14:22:55-07:00,HADOOP-17287. Support new Instance by non default constructor by ReflectionUtils (#2341),['a490d87eb7605125049d20bc15dbe0e5067150ab'],2.0,2.0,51.0,2.0,441.0,HADOOP-17287,Support new Instance by non default constructor by ReflectionUtils,Improvement,Resolved,Fixed,0,0,,
d0d10f7e8f998779ef11182c0f5c60fc8f729b39,Fei Hui,2020-10-04 01:02:28+08:00,GitHub,2020-10-04 02:02:28+09:00,HADOOP-17276. Extend CallerContext to make it include many items (#2327),['18fa4397e6dc7663bcc7c7309126f45eb8d3fa17'],8.0,7.0,166.0,10.0,1957.0,HADOOP-17276,Extend CallerContext to make it include many items,Improvement,Resolved,Fixed,9312,16,1981,7
c9ea344f98497b0f3e524bb3406f4ef8bc00fc89,Liang-Chi Hsieh,2020-10-06 09:07:54-07:00,GitHub,2020-10-06 17:07:54+01:00,"HADOOP-17125. Use snappy-java in SnappyCodec (#2297)


This switches the SnappyCodec to use the java-snappy codec, rather than the native one. 

To use the codec, snappy-java.jar (from org.xerial.snappy) needs to be on the classpath.

This comesin as an avro dependency,  so it is already on the hadoop-common classpath,
as well as in hadoop-common/lib.
The version used is now managed in the hadoop-project POM; initially 1.1.7.7

Contributed by DB Tsai and Liang-Chi Hsieh",['4347a5c9556e5399f5df059879749fb9df72e718'],22.0,10.0,92.0,147.0,2241.0,HADOOP-17125,Using snappy-java in SnappyCodec,New Feature,Resolved,Fixed,0,0,,
82522d60fb545b81a70b36455c89694b544e391c,Mukund Thakur,2020-10-07 18:17:06+05:18,GitHub,2020-10-07 13:59:06+01:00,"HADOOP-17281 Implement FileSystem.listStatusIterator() in S3AFileSystem (#2354)


Contains HADOOP-17300: FileSystem.DirListingIterator.next() call should 
return NoSuchElementException

Contributed by Mukund Thakur",['16aea11c945c84936984e80241dcdd4a0d4b7f58'],7.0,6.0,173.0,2.0,6959.0,HADOOP-17281,Implement FileSystem.listStatusIterator() in S3AFileSystem,Sub-task,Resolved,Fixed,0,0,,
52db86b0bb4d2fa644362c23a6566eec1cb5200b,Jinglun,2020-10-08 17:36:07+08:00,GitHub,2020-10-08 10:36:07+01:00,"HADOOP-17021. Add concat fs command (#1993)


Contributed by Jinglun",['735e85a1d2036585075b81d1fb2fd302e89eb363'],4.0,3.0,259.0,0.0,265.0,HADOOP-17021,Add concat fs command,Improvement,Resolved,Fixed,0,0,,
59f01a548e457a535aa8b5035142c9fbdc34b5b4,Gabor Bota,2020-10-13 17:17:44+02:00,GitHub,2020-10-13 16:17:44+01:00,"HADOOP-16878. FileUtil.copy() to throw IOException if the source and destination are the same


Contributed by Gabor Bota.",['0507c4160f6112117a978ac5021ec36c0e16913e'],3.0,3.0,37.0,1.0,3774.0,HADOOP-16878,FileUtil.copy() to throw IOException if the source and destination are the same,Improvement,Reopened,,0,0,,
1e3a6efcef2924a7966c44ca63476c853956691d,Ayush Saxena,2020-10-17 11:49:18+05:18,GitHub,2020-10-17 11:49:18+05:18,HADOOP-17288. Use shaded guava from thirdparty. (#2342). Contributed by Ayush Saxena.,['740a2c46353f8005dbed6f5bc15f21acfc4a6a23'],1764.0,1728.0,2709.0,2709.0,688162.0,HADOOP-17288,Use shaded guava from thirdparty,Sub-task,Resolved,Fixed,0,0,,
42e7e0380f923b3ff0f3dda89e14ceca9867e22a,hemanthboyina,2020-10-18 18:25:46+05:18,hemanthboyina,2020-10-18 18:25:46+05:18,HADOOP-17144. Update Hadoop's lz4 to v1.9.2. Contributed by Hemanth Boyina.,['1e3a6efcef2924a7966c44ca63476c853956691d'],9.0,1.0,9.0,2.0,163.0,HADOOP-17144,Update Hadoop's lz4 to v1.9.2,Improvement,Resolved,Fixed,0,0,,
4c651103f2ade3795c3810d1f33f8b45f87f3057,Ayush Saxena,2020-10-19 10:42:18+05:18,GitHub,2020-10-19 10:42:18+05:18,HADOOP-17310. Touch command with -c option is broken. (#2393). Contributed by Ayush Saxena.,['2e8cafac3b071fe5b943542827fd8a496b137fa9'],2.0,2.0,13.0,3.0,287.0,HADOOP-17310,Touch command with -c  option is broken,Bug,Resolved,Fixed,0,0,,
7b4359657f8772d1bc34d73ea1115b97627a7840,Akira Ajisaka,2020-10-20 23:25:24+09:00,GitHub,2020-10-20 23:25:24+09:00,"HADOOP-17315. Use shaded guava in ClientCache.java (#2398)

Added checkstyle rules to warn guava imports",['30f06e0c742806c7b9edf00a92c98b1e9cfcb0e1'],2.0,1.0,1.0,1.0,63.0,HADOOP-17315,Use shaded guava in ClientCache.java,Bug,Resolved,Fixed,0,0,,
6a9ceedfb3ee7c2f66a44083fb8e68cca508e207,Akira Ajisaka,2020-10-23 03:15:45+09:00,GitHub,2020-10-23 03:15:45+09:00,HADOOP-17175. [JDK 11] Fix javadoc errors in hadoop-common module. (#2397),['7435604a91a49f5c5717083fbaee74dd8ec1c426'],12.0,11.0,87.0,73.0,2296.0,HADOOP-17175,[JDK11] Fix javadoc errors in hadoop-common module,Sub-task,Resolved,Fixed,0,0,,
d259928035fa6de20986a5afaf5d2569650ef6a8,Vinayakumar B,2020-10-23 11:18:02+05:18,GitHub,2020-10-23 11:18:02+05:18,HADOOP-17306. RawLocalFileSystem's lastModifiedTime() looses milli seconds in JDK < 10.b09 (#2387),['da1b6e3cc286db00b385f3280627d2b2063b4e59'],2.0,2.0,32.0,3.0,973.0,HADOOP-17306,RawLocalFileSystem's lastModifiedTime() loses milli seconds in JDK < 10.b09,Bug,Reopened,,9315,3,1981,0
872440610f066d4b12c9f93c05477848a260b21f,Ayush Saxena,2020-10-26 21:55:37+05:18,GitHub,2020-10-27 01:37:37+09:00,HADOOP-17328. LazyPersist Overwrite fails in direct write mode. (#2413),['12c908c827c80ea37ed5207a65831d0b699c8381'],2.0,2.0,27.0,1.0,957.0,HADOOP-17328,LazyPersist Overwrite fails in direct write mode,Bug,Resolved,Fixed,0,0,,
7f5caca04cb8e5dab8410ef64daa0fe799e389fd,Akira Ajisaka,2020-11-04 04:20:23+09:00,GitHub,2020-11-03 11:20:23-08:00,"HADOOP-17255. JavaKeyStoreProvider fails to create a new key if the keystore is HDFS. (#2291)

Reviewed-by: Steve Loughran <stevel@cloudera.com>
Reviewed-by: Wei-Chiu Chuang <weichiu@apache.org>",['e580280a8b00daf250bae96a50fe46899791eabf'],1.0,1.0,4.0,4.0,548.0,HADOOP-17255,JavaKeyStoreProvider fails to create a new key if the keystore is HDFS,Bug,Reopened,,0,0,,
af389d989770c4218c24e640f572bc7492f7d4b3,Eric Badger,2020-11-05 21:46:14+00:00,Eric Badger,2020-11-05 21:46:14+00:00,"HADOOP-17342. Creating a token identifier should not do kerberos name
resolution. Contributed by Jim Brennan.",['638f1fc2b617dd4202d1ed09541d95b21415e957'],1.0,1.0,1.0,1.0,203.0,HADOOP-17342,Creating a token identifier should not do kerberos name resolution,Improvement,Resolved,Fixed,0,0,,
ae7b00a9988d4d96f5ca545dca05211ce2e329c6,Steve Loughran,2020-11-07 04:13:24+00:00,GitHub,2020-11-07 09:31:24+05:18,HADOOP-17340. TestLdapGroupsMapping failing -string mismatch in exception validation. (#2427). Contributed by Steve Loughran.,['6eacaffeea21e7e9286497ee17f89fd939d2eead'],1.0,1.0,6.0,4.0,312.0,HADOOP-17340,TestLdapGroupsMapping failing -string mismatch in exception validation,Bug,Resolved,Fixed,0,0,,
1ea3f74246294c280a2ccb0ff3e90b5721c5f0e2,Ahmed Hussein,2020-11-09 14:05:08-06:00,GitHub,2020-11-09 14:05:08-06:00,"HADOOP-17360. Log the remote address for authentication success (#2441)

Co-authored-by: ahussein <ahmed.hussein@verizonmedia.com>",['ae7b00a9988d4d96f5ca545dca05211ce2e329c6'],1.0,1.0,1.0,1.0,2755.0,HADOOP-17360,Log the remote address for authentication success,Bug,Resolved,Fixed,0,0,,
45434c93e865386de8c5f4036e795a3362557d56,Stephen Jung,2020-11-10 11:38:22-08:00,GitHub,2020-11-10 11:38:22-08:00,HADOOP-17096. Fix ZStandardCompressor input buffer offset (#2104). Contributed by Stephen Jung (Stripe).,['61f8c5767e8d72bce6fd560c332ff8fc68d05ad2'],2.0,1.0,2.0,2.0,210.0,HADOOP-17096,Fix ZStandardCompressor input buffer offset,Bug,Resolved,Fixed,0,0,,
71071e5c0fcaf73a3989000dbc60fa214a317da1,Ahmed Hussein,2020-11-11 14:39:03-06:00,GitHub,2020-11-11 12:39:03-08:00,"HADOOP-17358. Improve excessive reloading of Configurations (#2436)

Co-authored-by: ahussein <ahmed.hussein@verizonmedia.com>",['188ebb5a9bb63dcd708b3f3598cf996d54cd77f6'],2.0,2.0,27.0,10.0,2347.0,HADOOP-17358,Improve excessive reloading of Configurations,Bug,Resolved,Fixed,0,0,,
6f10a0506f89f9649a1d0f20200089908d2163c2,"Doroszlai, Attila",2020-11-11 22:20:09+01:00,GitHub,2020-11-11 21:20:09+00:00,"HADOOP-17365. Contract test for renaming over existing file is too lenient (#2447)


Contributed by Attila Doroszlai.",['71071e5c0fcaf73a3989000dbc60fa214a317da1'],1.0,1.0,27.0,13.0,267.0,HADOOP-17365,Contract test for renaming over existing file is too lenient,Bug,Resolved,Fixed,0,0,,
5ce18101cb7616bde7767f0b0501d9d80704661a,Ahmed Hussein,2020-11-12 13:13:12-06:00,GitHub,2020-11-12 13:13:12-06:00,"HADOOP-17346. Fair call queue is defeated by abusive service principals (#2431)

Co-authored-by: ahussein <ahmed.hussein@verizonmedia.com>",['fc961b63d145ef17fb45fa8a2bcb1c3318b8bff7'],10.0,10.0,164.0,27.0,7259.0,HADOOP-17346,Fair call queue is defeated by abusive service principals,Bug,Resolved,Fixed,0,0,,
ebe1d1fbf7a7549078e5a468080513db09b6416f,Ahmed Hussein,2020-11-13 14:22:35-06:00,GitHub,2020-11-13 14:22:35-06:00,HADOOP-17362. reduce RPC calls doing ls on HAR file (#2444). Contributed by Daryn Sharp and Ahmed Hussein,['f56cd88d7d9381d13329d25bb4f367e5378b6b5b'],3.0,3.0,38.0,40.0,1414.0,HADOOP-17362,Doing hadoop ls on Har file triggers too many RPC calls,Bug,Resolved,Fixed,9313,-2,1980,-1
e3c08f285a6ac02f51ddf0007db76fc3da7ec372,Steve Loughran,2020-11-18 12:15:52+00:00,Steve Loughran,2020-11-18 12:18:11+00:00,"HADOOP-17244. S3A directory delete tombstones dir markers prematurely. (#2310)

This fixes the S3Guard/Directory Marker Retention integration so that when
fs.s3a.directory.marker.retention=keep, failures during multipart delete
are handled correctly, as are incremental deletes during
directory tree operations.

In both cases, when a directory marker with children is deleted from
S3, the directory entry in S3Guard is not deleted, because it is still
critical to representing the structure of the store.

Contributed by Steve Loughran.

Change-Id: I4ca133a23ea582cd42ec35dbf2dc85b286297d2f",['425996eb4a18ae0177985cbc8772298c0a39083c'],20.0,19.0,1041.0,433.0,9396.0,HADOOP-17244,HADOOP-17244. S3A directory delete tombstones dir markers prematurely.,Sub-task,Resolved,Fixed,0,0,,
34aa6137bd890a565ace26be278a50f81b3dda20,Liang-Chi Hsieh,2020-11-18 12:03:25-08:00,GitHub,2020-11-18 12:03:25-08:00,"HADOOP-17292. Using lz4-java in Lz4Codec (#2350)

Contributed by Liang-Chi Hsieh.",['0d3155a687fbffef89940e13867c82a84332a9f5'],20.0,8.0,114.0,123.0,2022.0,HADOOP-17292,Using lz4-java in Lz4Codec,New Feature,Resolved,Fixed,0,0,,
07050339e0a41a7d4b89b852ffdd7aa315a9184b,Ahmed Hussein,2020-11-19 15:37:14-05:00,GitHub,2020-11-19 14:37:14-06:00,HADOOP-17367. Add InetAddress api to ProxyUsers.authorize (#2449). Contributed by Daryn Sharp and Ahmed Hussein,['34aa6137bd890a565ace26be278a50f81b3dda20'],9.0,8.0,203.0,146.0,1118.0,HADOOP-17367,Add InetAddress api to ProxyUsers.authorize,Improvement,Resolved,Fixed,0,0,,
ac7045b75f3d5aa9948494f7f98fc2dfc9399507,Steve Loughran,2020-11-25 14:31:02+00:00,GitHub,2020-11-25 14:31:02+00:00,"HADOOP-17313. FileSystem.get to support slow-to-instantiate FS clients. (#2396)


This adds a semaphore to throttle the number of FileSystem instances which
can be created simultaneously, set in ""fs.creation.parallel.count"".

This is designed to reduce the impact of many threads in an application calling
FileSystem.get() on a filesystem which takes time to instantiate -for example
to an object where HTTPS connections are set up during initialization.
Many threads trying to do this may create spurious delays by conflicting
for access to synchronized blocks, when simply limiting the parallelism
diminishes the conflict, so speeds up all threads trying to access
the store.

The default value, 64, is larger than is likely to deliver any speedup -but
it does mean that there should be no adverse effects from the change.

If a service appears to be blocking on all threads initializing connections to
abfs, s3a or store, try a smaller (possibly significantly smaller) value.

Contributed by Steve Loughran.",['3193d8c7938741e154320756c444f77992083106'],4.0,3.0,276.0,33.0,2797.0,HADOOP-17313,FileSystem.get to support slow-to-instantiate FS clients,Sub-task,Resolved,Fixed,0,0,,
f94e927bfbeab5f5c4f8d4d75218eee4caa6c6c7,Ahmed Hussein,2020-12-03 10:55:51-06:00,GitHub,2020-12-03 10:55:51-06:00,HADOOP-17392. Remote exception messages should not include the exception class (#2486). Contributed by Daryn Sharp and Ahmed Hussein,['9170eb566b173472d9b71141142b31e5824357fb'],4.0,4.0,19.0,9.0,5464.0,HADOOP-17392,Remote exception messages should not include the exception class,Improvement,Resolved,Fixed,0,0,,
db73e994edac5dee86d38ba891d8cd13be50773d,Attila Magyar,2020-12-03 12:01:54-08:00,Wei-Chiu Chuang,2020-12-03 12:05:20-08:00,"HADOOP-16881. KerberosAuthentication does not disconnect HttpURLConnection leading to CLOSE_WAIT cnxns. Contributed by Attila Magyar.

Signed-off-by: Wei-Chiu Chuang <weichiu@apache.org>",['f94e927bfbeab5f5c4f8d4d75218eee4caa6c6c7'],2.0,2.0,11.0,2.0,504.0,HADOOP-16881,KerberosAuthentication does not disconnect HttpURLConnection leading to CLOSE_WAIT cnxns,Bug,Resolved,Fixed,0,0,,
6de1a8eb678496393b625f430084a6c64e24b804,Jim Brennan,2020-12-11 20:16:56+00:00,Jim Brennan,2020-12-11 20:16:56+00:00,"HADOOP-13571. ServerSocketUtil.getPort() should use loopback address, not 0.0.0.0. Contributed by Eric Badger",['be35fa186cc0c5c1f90028a9383851d47791bf04'],1.0,1.0,3.0,1.0,73.0,HADOOP-13571,"ServerSocketUtil.getPort() should use loopback address, not 0.0.0.0",Bug,Resolved,Fixed,0,0,,
99d08a19ba5d0464da1619a83db90c2f4b84a74b,Steve Loughran,2020-12-31 11:52:42+00:00,GitHub,2020-12-31 11:52:42+00:00,"HADOOP-17450. Add Public IOStatistics API. (#2577)


This is the API and implementation classes of HADOOP-16830,
which allows callers to query IO object instances
(filesystems, streams, remote iterators, ...) and other classes
for statistics on their I/O Usage: operation count and min/max/mean
durations.

New Packages

org.apache.hadoop.fs.statistics. 
  Public API, including:
    IOStatisticsSource
    IOStatistics
    IOStatisticsSnapshot (seralizable to java objects and json)
    +helper classes for logging and integration
    BufferedIOStatisticsInputStream
       implements IOStatisticsSource and StreamCapabilities
     BufferedIOStatisticsOutputStream
       implements IOStatisticsSource, Syncable and StreamCapabilities
       

org.apache.hadoop.fs.statistics.impl
  Implementation classes for internal use.

org.apache.hadoop.util.functional
  functional programming support for RemoteIterators and
  other operations which raise IOEs; all wrapper classes
  implement and propagate IOStatisticsSource
    
Contributed by Steve Loughran.",['fa4cf91b5750327ed67355c35f1ed0f10bb0100d'],73.0,71.0,9492.0,115.0,8327.0,HADOOP-17450,hadoop-common to add IOStatistics API,Sub-task,Resolved,Fixed,0,0,,
66ee0a6df0dc0dd8242018153fd652a3206e73b5,Wei-Chiu Chuang,2021-01-04 09:43:58-08:00,GitHub,2021-01-04 09:43:58-08:00,HADOOP-17371. Bump Jetty to the latest version 9.4.34. Contributed by Wei-Chiu Chuang. (#2453),['2825d060cf902148eeecf2de1a1c3755b1b14389'],7.0,4.0,50.0,12.0,1297.0,HADOOP-17371,Bump Jetty to the latest version 9.4.35,Improvement,Resolved,Fixed,0,0,,
b1abb10ea273b53896afbf766ea16a59138ce6e9,dgzdot,2021-01-06 05:09:41+08:00,GitHub,2021-01-05 21:09:41+00:00,"HADOOP-17430. Restore ability to set Text to empty byte array (#2545)



Contributed by gaozhan.ding",['42eb9ff68e3786dce44a89e78d9a5dc3603ec2fc'],2.0,2.0,28.0,2.0,814.0,HADOOP-17430, Restore ability to set Text to empty byte array,Wish,Resolved,Fixed,9367,54,2013,33
e306f594218e4de3d960ecb3cc8876cd03db8b10,Borislav Iordanov,2021-01-08 12:10:21-05:00,GitHub,2021-01-08 09:10:21-08:00,"HADOOP-16524. Reloading SSL keystore for both DataNode and NameNode (#2470)

Co-authored-by: Borislav Iordanov <biordanov@apple.com>
Signed-off-by: stack <stack@apache.org>",['41767599093f6a39e43be963336af24738616cb1'],7.0,7.0,703.0,194.0,2085.0,HADOOP-16524,Automatic keystore reloading for HttpServer2,Improvement,Resolved,Fixed,0,0,,
77435a025e5ba2172dc0b5aaf2da9537c6a978ce,Ahmed Hussein,2021-01-08 13:10:09-06:00,GitHub,2021-01-08 13:10:09-06:00,HADOOP-17408. Optimize NetworkTopology sorting block locations. (#2601). Contributed by Ahmed Hussein and Daryn Sharp.,['e306f594218e4de3d960ecb3cc8876cd03db8b10'],2.0,2.0,36.0,44.0,1111.0,HADOOP-17408,Optimize NetworkTopology while sorting of block locations,Improvement,Resolved,Fixed,0,0,,
0a6ddfa145b788c834098b9169ea880eec2b5b82,Mehakmeet Singh,2021-01-12 21:06:09+05:18,GitHub,2021-01-12 15:48:09+00:00,"HADOOP-17272. ABFS Streams to support IOStatistics API (#2604)



Contributed by Mehakmeet Singh.",['0d7ac54510fbed8957d053546d606d5084e3e708'],10.0,10.0,444.0,201.0,1848.0,HADOOP-17272,ABFS Streams to  support IOStatistics API,Sub-task,Resolved,Fixed,0,0,,
d3014e01f3538c6b161b48fa297ba8afeb002b30,Steve Loughran,2021-01-12 17:25:14+00:00,GitHub,2021-01-12 17:25:14+00:00,"HADOOP-17451. IOStatistics test failures in S3A code. (#2594)


Caused by HADOOP-16380 and HADOOP-17271.

Fixes tests which fail intermittently based on configs and
in the case of the HugeFile tests, bulk runs with existing
FS instances meant statistic probes sometimes ended up probing those
of a previous FS.

Contributed by Steve Loughran.",['0a6ddfa145b788c834098b9169ea880eec2b5b82'],7.0,7.0,80.0,62.0,2716.0,HADOOP-17451,Intermittent failure of S3A tests which make assertions on statistics/IOStatistics,Sub-task,Resolved,Fixed,0,0,,
724edb035440780991e5f99e658fac9a2de79734,Steve Loughran,2021-01-12 17:25:14+00:00,Steve Loughran,2021-01-12 17:30:32+00:00,"HADOOP-17451. IOStatistics test failures in S3A code. (#2594)

Caused by HADOOP-16830 and HADOOP-17271.

Fixes tests which fail intermittently based on configs and
in the case of the HugeFile tests, bulk runs with existing
FS instances meant statistic probes sometimes ended up probing those
of a previous FS.

Contributed by Steve Loughran.

Change-Id: I65ba3f44444e59d298df25ac5c8dc5a8781dfb7d",['05c9c2ed0259f313d0ef02a399608018a1896b90'],7.0,7.0,80.0,62.0,2716.0,HADOOP-17451,Intermittent failure of S3A tests which make assertions on statistics/IOStatistics,Sub-task,Resolved,Fixed,0,0,,
97f843de3a9e86159be5f2bb0cdf6d1ffa0af71d,He Xiaoqiao,2021-01-16 14:06:56+08:00,He Xiaoqiao,2021-01-16 14:06:56+08:00,HADOOP-16947. Stale record should be remove when MutableRollingAverages generating aggregate data. Contributed by Haibin Huang.,['7743d40ac5b6fba73204feba22d2256d4e9d70f0'],4.0,4.0,129.0,8.0,517.0,HADOOP-16947,Stale record should be remove when MutableRollingAverages generating aggregate data.,Bug,Resolved,Fixed,0,0,,
80c7404b519da8d7d69be4c01eb84dd2c08d80a5,Steve Loughran,2021-01-26 19:30:51+00:00,GitHub,2021-01-26 19:30:51+00:00,"HADOOP-17414. Magic committer files don't have the count of bytes written collected by spark (#2530)


This needs SPARK-33739 in the matching spark branch in order to work

Contributed by Steve Loughran.",['e2a7008d50d7cf2ec031c98a2b1da8075c48e0ec'],27.0,25.0,1380.0,108.0,10727.0,HADOOP-17414,Magic committer files don't have the count of bytes written collected by spark,Sub-task,Resolved,Fixed,0,0,,
28cc912a5c18a4f06ef6b66a252f4d3905a6adc8,Steve Loughran,2021-01-27 16:39:29+00:00,GitHub,2021-01-27 16:39:29+00:00,"HADOOP-17493. Revert name of DELEGATION_TOKENS_ISSUED constant/statistic (#2649)


Follow-on to HADOOP-16830/HADOOP-17271.

Contributed by Steve Loughran.",['7c4ef42837955a531400005f824b27ca64c11cbd'],4.0,4.0,6.0,9.0,1485.0,HADOOP-17493,renaming S3A Statistic DELEGATION_TOKENS_ISSUED to DELEGATION_TOKEN_ISSUED broke tests downstream,Sub-task,Resolved,Fixed,0,0,,
06e836cd57c1db55215222be439d2239dac069fc,He Xiaoqiao,2021-01-31 19:45:40+08:00,He Xiaoqiao,2021-01-31 19:45:40+08:00,HADOOP-17501. Fix logging typo in ShutdownHookManager. Contributed by Fengnan Li.,['ad483fd66e87a734ea985016e5dec409e1c72c99'],1.0,1.0,3.0,3.0,234.0,HADOOP-17501,Fix logging typo in ShutdownHookManager,Improvement,Resolved,Fixed,0,0,,
1a205cc3adffa568c814a5241e041b08e2fcd3eb,Siyao Meng,2021-01-31 20:42:44-08:00,GitHub,2021-02-01 13:42:44+09:00,HADOOP-17424. Replace HTrace with No-Op tracer (#2645),['6fafdd76829a14a6b95a392c31b45ae1510bf4b6'],69.0,57.0,371.0,1701.0,28873.0,HADOOP-17424,Replace HTrace with No-Op tracer,Sub-task,Resolved,Fixed,9349,-18,2011,-2
21a3fc3d2d773d000724dfccf8c7666fbfdefc8a,belugabehr,2021-02-01 12:40:01-05:00,GitHub,2021-02-01 09:40:01-08:00,HADOOP-17482: Remove Commons Logger from FileSystem Class (#2633),['b54134661b5dc96e13e0cecc0ab044eb0bb48ab6'],11.0,11.0,17.0,61.0,6376.0,HADOOP-17482,Remove Commons Logger from FileSystem Class,Improvement,Resolved,Fixed,0,0,,
798df6d6991ca2be2137207aa4eb4d10a70d0e52,Steve Loughran,2021-02-10 10:28:59+00:00,GitHub,2021-02-10 10:28:59+00:00,"HADOOP-13327 Output Stream Specification. (#2587)


This defines what output streams and especially those which implement
Syncable are meant to do, and documents where implementations (HDFS; S3)
don't. With tests.

The file:// FileSystem now supports Syncable if an application calls
FileSystem.setWriteChecksum(false) before creating a file -checksumming
and Syncable.hsync() are incompatible.

Contributed by Steve Loughran.",['a8bd516e39fa82eea2a42b8085f3171fb0e1a883'],33.0,25.0,459.0,94.0,9563.0,HADOOP-13327,Add OutputStream + Syncable to the Filesystem Specification,Sub-task,Resolved,Fixed,0,0,,
78905d7e3f36d61b3c8ce0e6d757f74db850c436,Steve Loughran,2021-02-11 17:37:20+00:00,GitHub,2021-02-11 17:37:20+00:00,"HADOOP-16906. Abortable (#2684)


Adds an Abortable.abort() interface for streams to enable output streams to be terminated; this
is implemented by the S3A connector's output stream. It allows for commit protocols
to be implemented which commit/abort work by writing to the final destination and
using the abort() call to cancel any write which is not intended to be committed.
Consult the specification document for information about the interface and its use.

Contributed by Jungtaek Lim and Steve Loughran.",['98ca6afd177fff508eb22a4b6fc3ba8cfbf9ba17'],22.0,19.0,473.0,38.0,9139.0,HADOOP-16906,Add some Abortable.abort() interface for streams etc which can be terminated,Sub-task,Resolved,Fixed,0,0,,
7b7c0019f4232055acd51880d6461f5cf14b54cc,Mike,2021-02-23 20:03:27+03:00,GitHub,2021-02-23 17:03:27+00:00,"HADOOP-17528. SFTP File System: close the connection pool when closing a FileSystem (#2701)


Contributed by Mike Pryakhin.",['647d23b611f74c5b9536ef0902954b1f2da5d695'],2.0,2.0,41.0,1.0,826.0,HADOOP-17528,Not closing an SFTP File System instance prevents JVM from exiting. ,Bug,Resolved,Fixed,0,0,,
ef7ab535c550cd094114ac0b05a7248d29ba0537,Haoze Wu,2021-03-06 08:26:16-05:00,GitHub,2021-03-06 22:26:16+09:00,HADOOP-17552. Change ipc.client.rpc-timeout.ms from 0 to 120000 by default to avoid potential hang. (#2727),['c6b30a59dd20db39f34db8ce61ec152d7a90dad6'],3.0,2.0,2.0,1.0,1644.0,HADOOP-17552,Change ipc.client.rpc-timeout.ms from 0 to 120000 by default to avoid potential hang,Improvement,Resolved,Fixed,0,0,,
176bd88890cc698310be8ae9b03a2d899da9f352,Chao Sun,2021-03-09 12:01:29-08:00,GitHub,2021-03-09 20:01:29+00:00,"HADOOP-16080. hadoop-aws does not work with hadoop-client-api. (#2522) 


Contributed by Chao Sun.

(Cherry-picked via PR #2575)",['b2a565629dba125be5b330e84c313ba26b50e80f'],13.0,12.0,55.0,49.0,7670.0,HADOOP-16080,hadoop-aws does not work with hadoop-client-api,Bug,Resolved,Fixed,0,0,,
b1dc6c40a0695fedd8269a2a30a74da43e1d0ae7,He Xiaoqiao,2021-03-14 18:09:50+08:00,He Xiaoqiao,2021-03-14 18:09:50+08:00,HADOOP-17585. Correct timestamp format in the docs for the touch command. Contributed by Stephen O'Donnell.,['970455c917c7c78838d932ab1ecd4fdce38ae679'],3.0,1.0,6.0,4.0,149.0,HADOOP-17585,Correct timestamp format in the docs for the touch command,Bug,Resolved,Fixed,0,0,,
b503de23281273c645921fa1a89ef25cda9a8fe3,Xiaoyu Yao,2021-03-17 10:57:11-07:00,GitHub,2021-03-17 10:57:11-07:00,HADOOP-17578. Improve UGI debug log to help troubleshooting TokenCach… (#2762),['3e58d5611d2426f576e667ceccc5c8f64c9699e2'],2.0,2.0,20.0,4.0,1548.0,HADOOP-17578,Improve UGI debug log to help troubleshooting TokenCache related issues,Bug,Resolved,Fixed,0,0,,
