hash,author,author_date,committer,committer_date,msg,parents,num_of_files,num_of_modified_java_files,modified_java_file_name,change_type,changed_methods,added_lines,deleted_lines,nloc,file_old_path,file_new_path,jira issue key,summary,issue type,status,resolution
,,,,,,,,,TestMetricsSystemImpl.java,ModificationType.MODIFY,"['TestMetricsSystemImpl::testMultiThreadedPublish', 'TestMetricsSystemImpl::testQSize']",10.0,20.0,543.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\metrics2\impl\TestMetricsSystemImpl.java,,,,,
,,,,,,,,,CombinedHostFileManager.java,ModificationType.MODIFY,"['CombinedHostFileManager::HostProperties::getUpgradeDomain', 'CombinedHostFileManager::HostProperties::getMaintenanceExpireTimeInMS', 'CombinedHostFileManager::HostProperties::isExcluded', 'CombinedHostFileManager::HostProperties::getExcludes', 'CombinedHostFileManager::HostProperties::isIncluded']",26.0,52.0,173.0,,hadoop-hdfs-project\hadoop-hdfs\src\main\java\org\apache\hadoop\hdfs\server\blockmanagement\CombinedHostFileManager.java,,,,,
,,,,,,,,,NameNodeResourceChecker.java,ModificationType.MODIFY,['NameNodeResourceChecker::NameNodeResourceChecker'],10.0,15.0,128.0,,hadoop-hdfs-project\hadoop-hdfs\src\main\java\org\apache\hadoop\hdfs\server\namenode\NameNodeResourceChecker.java,,,,,
,,,,,,,,,Snapshot.java,ModificationType.MODIFY,['Snapshot::Root::Root'],5.0,14.0,156.0,,hadoop-hdfs-project\hadoop-hdfs\src\main\java\org\apache\hadoop\hdfs\server\namenode\snapshot\Snapshot.java,,,,,
,,,,,,,,,AggregatedLogFormat.java,ModificationType.MODIFY,['AggregatedLogFormat::LogValue::getFileCandidates'],3.0,9.0,767.0,,hadoop-yarn-project\hadoop-yarn\hadoop-yarn-common\src\main\java\org\apache\hadoop\yarn\logaggregation\AggregatedLogFormat.java,,,,,
,,,,,,,,,LogAggregationFileController.java,ModificationType.MODIFY,['LogAggregationFileController::cleanOldLogs'],8.0,15.0,379.0,,hadoop-yarn-project\hadoop-yarn\hadoop-yarn-common\src\main\java\org\apache\hadoop\yarn\logaggregation\filecontroller\LogAggregationFileController.java,,,,,
,,,,,,,,,LogAggregationIndexedFileController.java,ModificationType.MODIFY,['LogAggregationIndexedFileController::parseCheckSumFiles'],8.0,13.0,1116.0,,hadoop-yarn-project\hadoop-yarn\hadoop-yarn-common\src\main\java\org\apache\hadoop\yarn\logaggregation\filecontroller\ifile\LogAggregationIndexedFileController.java,,,,,
,,,,,,,,,AppLogAggregatorImpl.java,ModificationType.MODIFY,['AppLogAggregatorImpl::ContainerLogAggregator::doContainerLogAggregation'],4.0,12.0,581.0,,hadoop-yarn-project\hadoop-yarn\hadoop-yarn-server\hadoop-yarn-server-nodemanager\src\main\java\org\apache\hadoop\yarn\server\nodemanager\containermanager\logaggregation\AppLogAggregatorImpl.java,,,,,
b21cb91c7f766b4d2920b893f756a0431f925a18,Mukund Thakur,2020-07-16 22:27:59+05:18,GitHub,2020-07-16 18:09:59+01:00,"HADOOP-17130. Configuration.getValByRegex() shouldn't be updating the results while fetching. (#2142)


Contributed by Mukund Thakur",['4083fd57b5e0465a06bab82f6f6e09faa0c0388c'],1.0,1.0,,,,,,,,,HADOOP-17130,Configuration.getValByRegex() shouldn't update the results while fetching.,Bug,Resolved,Fixed
,,,,,,,,,Configuration.java,ModificationType.MODIFY,['Configuration::getValByRegex'],4.0,2.0,2273.0,,hadoop-common-project\hadoop-common\src\main\java\org\apache\hadoop\conf\Configuration.java,,,,,
6bcb24d26930b3a2abfdd533f4aea0ce670c78a1,Ayush Saxena,2020-07-18 14:21:43+05:18,Ayush Saxena,2020-07-18 14:21:43+05:18,HADOOP-17100. Replace Guava Supplier with Java8+ Supplier in Hadoop. Contributed by Ahmed Hussein.,['2ba44a73bf2bb7ef33a2259bd19ee62ef9bb5659'],148.0,147.0,,,,,,,,,HADOOP-17100,Replace Guava Supplier with Java8+ Supplier in Hadoop,Sub-task,Resolved,Fixed
,,,,,,,,,TestReconfiguration.java,ModificationType.MODIFY,[],1.0,1.0,457.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\conf\TestReconfiguration.java,,,,,
,,,,,,,,,FCStatisticsBaseTest.java,ModificationType.MODIFY,[],1.0,1.0,134.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\fs\FCStatisticsBaseTest.java,,,,,
,,,,,,,,,TestZKFailoverController.java,ModificationType.MODIFY,[],1.0,1.0,447.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\ha\TestZKFailoverController.java,,,,,
,,,,,,,,,TestSSLHttpServerConfigs.java,ModificationType.MODIFY,[],1.0,1.0,186.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\http\TestSSLHttpServerConfigs.java,,,,,
,,,,,,,,,TestIPC.java,ModificationType.MODIFY,[],1.0,1.0,1396.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\ipc\TestIPC.java,,,,,
,,,,,,,,,TestMetricsSystemImpl.java,ModificationType.MODIFY,[],1.0,1.0,543.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\metrics2\impl\TestMetricsSystemImpl.java,,,,,
,,,,,,,,,TestMutableRollingAverages.java,ModificationType.MODIFY,[],1.0,1.0,110.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\metrics2\lib\TestMutableRollingAverages.java,,,,,
,,,,,,,,,TestGroupsCaching.java,ModificationType.MODIFY,[],1.0,1.0,590.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\security\TestGroupsCaching.java,,,,,
,,,,,,,,,TestReloadingX509TrustManager.java,ModificationType.MODIFY,[],1.0,1.0,164.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\security\ssl\TestReloadingX509TrustManager.java,,,,,
,,,,,,,,,TestZKDelegationTokenSecretManager.java,ModificationType.MODIFY,[],1.0,1.0,422.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\security\token\delegation\TestZKDelegationTokenSecretManager.java,,,,,
,,,,,,,,,GenericTestUtils.java,ModificationType.MODIFY,['GenericTestUtils::waitFor'],5.0,5.0,526.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\test\GenericTestUtils.java,,,,,
,,,,,,,,,TestGenericTestUtils.java,ModificationType.MODIFY,[],1.0,1.0,116.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\test\TestGenericTestUtils.java,,,,,
,,,,,,,,,SetSpanReceiver.java,ModificationType.MODIFY,[],1.0,1.0,72.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\tracing\SetSpanReceiver.java,,,,,
,,,,,,,,,TestShell.java,ModificationType.MODIFY,[],1.0,1.0,409.0,,hadoop-common-project\hadoop-common\src\test\java\org\apache\hadoop\util\TestShell.java,,,,,
,,,,,,,,,TestKMS.java,ModificationType.MODIFY,[],1.0,1.0,2654.0,,hadoop-common-project\hadoop-kms\src\test\java\org\apache\hadoop\crypto\key\kms\server\TestKMS.java,,,,,
,,,,,,,,,TestLeaseRenewer.java,ModificationType.MODIFY,[],1.0,1.0,130.0,,hadoop-hdfs-project\hadoop-hdfs-client\src\test\java\org\apache\hadoop\hdfs\client\impl\TestLeaseRenewer.java,,,,,
,,,,,,,,,FederationTestUtils.java,ModificationType.MODIFY,[],1.0,1.0,384.0,,hadoop-hdfs-project\hadoop-hdfs-rbf\src\test\java\org\apache\hadoop\hdfs\server\federation\FederationTestUtils.java,,,,,
,,,,,,,,,TestRouterAdminCLI.java,ModificationType.MODIFY,[],1.0,1.0,1342.0,,hadoop-hdfs-project\hadoop-hdfs-rbf\src\test\java\org\apache\hadoop\hdfs\server\federation\router\TestRouterAdminCLI.java,,,,,
,,,,,,,,,TestRouterQuota.java,ModificationType.MODIFY,[],1.0,1.0,898.0,,hadoop-hdfs-project\hadoop-hdfs-rbf\src\test\java\org\apache\hadoop\hdfs\server\federation\router\TestRouterQuota.java,,,,,
,,,,,,,,,TestRouterRPCClientRetries.java,ModificationType.MODIFY,[],1.0,1.0,164.0,,hadoop-hdfs-project\hadoop-hdfs-rbf\src\test\java\org\apache\hadoop\hdfs\server\federation\router\TestRouterRPCClientRetries.java,,,,,
,,,,,,,,,TestRouterRpc.java,ModificationType.MODIFY,[],1.0,1.0,1372.0,,hadoop-hdfs-project\hadoop-hdfs-rbf\src\test\java\org\apache\hadoop\hdfs\server\federation\router\TestRouterRpc.java,,,,,
,,,,,,,,,TestEnhancedByteBufferAccess.java,ModificationType.MODIFY,[],1.0,1.0,733.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\TestEnhancedByteBufferAccess.java,,,,,
,,,,,,,,,TestViewFileSystemWithTruncate.java,ModificationType.MODIFY,[],1.0,1.0,86.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\fs\viewfs\TestViewFileSystemWithTruncate.java,,,,,
,,,,,,,,,DFSTestUtil.java,ModificationType.MODIFY,[],1.0,1.0,1967.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\DFSTestUtil.java,,,,,
,,,,,,,,,MiniDFSCluster.java,ModificationType.MODIFY,[],1.0,1.0,2184.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\MiniDFSCluster.java,,,,,
,,,,,,,,,TestBalancerBandwidth.java,ModificationType.MODIFY,[],1.0,1.0,96.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestBalancerBandwidth.java,,,,,
,,,,,,,,,TestClientProtocolForPipelineRecovery.java,ModificationType.MODIFY,[],1.0,1.0,572.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestClientProtocolForPipelineRecovery.java,,,,,
,,,,,,,,,TestDFSShell.java,ModificationType.MODIFY,[],1.0,1.0,2944.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestDFSShell.java,,,,,
,,,,,,,,,TestDataTransferKeepalive.java,ModificationType.MODIFY,[],1.0,1.0,160.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestDataTransferKeepalive.java,,,,,
,,,,,,,,,TestDatanodeRegistration.java,ModificationType.MODIFY,[],1.0,1.0,343.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestDatanodeRegistration.java,,,,,
,,,,,,,,,TestDeadNodeDetection.java,ModificationType.MODIFY,[],1.0,1.0,317.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestDeadNodeDetection.java,,,,,
,,,,,,,,,TestDecommission.java,ModificationType.MODIFY,[],1.0,1.0,1106.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestDecommission.java,,,,,
,,,,,,,,,TestEncryptedTransfer.java,ModificationType.MODIFY,[],1.0,1.0,411.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestEncryptedTransfer.java,,,,,
,,,,,,,,,TestEncryptionZonesWithKMS.java,ModificationType.MODIFY,[],1.0,1.0,117.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestEncryptionZonesWithKMS.java,,,,,
,,,,,,,,,TestFileCorruption.java,ModificationType.MODIFY,[],1.0,1.0,264.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestFileCorruption.java,,,,,
,,,,,,,,,TestLeaseRecovery2.java,ModificationType.MODIFY,[],1.0,1.0,426.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestLeaseRecovery2.java,,,,,
,,,,,,,,,TestLeaseRecoveryStriped.java,ModificationType.MODIFY,[],1.0,1.0,287.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestLeaseRecoveryStriped.java,,,,,
,,,,,,,,,TestMaintenanceState.java,ModificationType.MODIFY,[],1.0,1.0,791.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestMaintenanceState.java,,,,,
,,,,,,,,,TestPread.java,ModificationType.MODIFY,[],1.0,1.0,612.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestPread.java,,,,,
,,,,,,,,,TestQuota.java,ModificationType.MODIFY,[],1.0,1.0,1219.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestQuota.java,,,,,
,,,,,,,,,TestReplaceDatanodeOnFailure.java,ModificationType.MODIFY,[],1.0,1.0,278.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestReplaceDatanodeOnFailure.java,,,,,
,,,,,,,,,TestReplication.java,ModificationType.MODIFY,[],1.0,1.0,610.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestReplication.java,,,,,
,,,,,,,,,TestSafeMode.java,ModificationType.MODIFY,[],1.0,1.0,433.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\TestSafeMode.java,,,,,
,,,,,,,,,TestBlockReaderLocalMetrics.java,ModificationType.MODIFY,[],1.0,1.0,174.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\client\impl\TestBlockReaderLocalMetrics.java,,,,,
,,,,,,,,,MiniJournalCluster.java,ModificationType.MODIFY,[],1.0,1.0,207.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\qjournal\MiniJournalCluster.java,,,,,
,,,,,,,,,TestIPCLoggerChannel.java,ModificationType.MODIFY,[],1.0,1.0,120.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\qjournal\client\TestIPCLoggerChannel.java,,,,,
,,,,,,,,,TestJournalNodeSync.java,ModificationType.MODIFY,[],1.0,1.0,355.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\qjournal\server\TestJournalNodeSync.java,,,,,
,,,,,,,,,TestBlockManagerSafeMode.java,ModificationType.MODIFY,[],1.0,1.0,466.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestBlockManagerSafeMode.java,,,,,
,,,,,,,,,TestBlockReportRateLimiting.java,ModificationType.MODIFY,[],1.0,1.0,177.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestBlockReportRateLimiting.java,,,,,
,,,,,,,,,TestNameNodePrunesMissingStorages.java,ModificationType.MODIFY,[],1.0,1.0,357.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestNameNodePrunesMissingStorages.java,,,,,
,,,,,,,,,TestPendingInvalidateBlock.java,ModificationType.MODIFY,[],1.0,1.0,163.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestPendingInvalidateBlock.java,,,,,
,,,,,,,,,TestPendingReconstruction.java,ModificationType.MODIFY,[],1.0,1.0,425.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestPendingReconstruction.java,,,,,
,,,,,,,,,TestRBWBlockInvalidation.java,ModificationType.MODIFY,[],1.0,1.0,205.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestRBWBlockInvalidation.java,,,,,
,,,,,,,,,TestSlowDiskTracker.java,ModificationType.MODIFY,[],1.0,1.0,376.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\blockmanagement\TestSlowDiskTracker.java,,,,,
,,,,,,,,,DataNodeTestUtils.java,ModificationType.MODIFY,[],1.0,1.0,168.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\DataNodeTestUtils.java,,,,,
,,,,,,,,,TestBPOfferService.java,ModificationType.MODIFY,[],1.0,1.0,905.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestBPOfferService.java,,,,,
,,,,,,,,,TestBlockRecovery.java,ModificationType.MODIFY,[],1.0,1.0,985.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestBlockRecovery.java,,,,,
,,,,,,,,,TestBlockScanner.java,ModificationType.MODIFY,[],1.0,1.0,850.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestBlockScanner.java,,,,,
,,,,,,,,,TestCorruptMetadataFile.java,ModificationType.MODIFY,[],1.0,1.0,98.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestCorruptMetadataFile.java,,,,,
,,,,,,,,,TestDataNodeLifeline.java,ModificationType.MODIFY,[],1.0,1.0,248.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeLifeline.java,,,,,
,,,,,,,,,TestDataNodeMXBean.java,ModificationType.MODIFY,[],1.0,1.0,229.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeMXBean.java,,,,,
,,,,,,,,,TestDataNodeMetrics.java,ModificationType.MODIFY,[],1.0,1.0,487.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeMetrics.java,,,,,
,,,,,,,,,TestDataNodeMetricsLogger.java,ModificationType.MODIFY,[],1.0,1.0,154.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeMetricsLogger.java,,,,,
,,,,,,,,,TestDataNodeMultipleRegistrations.java,ModificationType.MODIFY,[],1.0,1.0,288.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeMultipleRegistrations.java,,,,,
,,,,,,,,,TestDataNodeVolumeFailure.java,ModificationType.MODIFY,[],1.0,1.0,654.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDataNodeVolumeFailure.java,,,,,
,,,,,,,,,TestDatanodeProtocolRetryPolicy.java,ModificationType.MODIFY,[],1.0,1.0,180.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDatanodeProtocolRetryPolicy.java,,,,,
,,,,,,,,,TestDiskError.java,ModificationType.MODIFY,[],1.0,1.0,202.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\TestDiskError.java,,,,,
,,,,,,,,,TestThrottledAsyncChecker.java,ModificationType.MODIFY,[],1.0,1.0,150.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\checker\TestThrottledAsyncChecker.java,,,,,
,,,,,,,,,TestCacheByPmemMappableBlockLoader.java,ModificationType.MODIFY,[],1.0,1.0,250.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestCacheByPmemMappableBlockLoader.java,,,,,
,,,,,,,,,TestFsDatasetCache.java,ModificationType.MODIFY,[],1.0,1.0,506.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestFsDatasetCache.java,,,,,
,,,,,,,,,TestFsDatasetImpl.java,ModificationType.MODIFY,[],1.0,1.0,979.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestFsDatasetImpl.java,,,,,
,,,,,,,,,TestFsVolumeList.java,ModificationType.MODIFY,[],1.0,1.0,381.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestFsVolumeList.java,,,,,
,,,,,,,,,TestLazyPersistLockedMemory.java,ModificationType.MODIFY,[],1.0,1.0,128.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestLazyPersistLockedMemory.java,,,,,
,,,,,,,,,TestPmemCacheRecovery.java,ModificationType.MODIFY,[],1.0,1.0,267.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestPmemCacheRecovery.java,,,,,
,,,,,,,,,TestSpaceReservation.java,ModificationType.MODIFY,[],1.0,1.0,532.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\fsdataset\impl\TestSpaceReservation.java,,,,,
,,,,,,,,,TestDataNodeOutlierDetectionViaMetrics.java,ModificationType.MODIFY,[],1.0,1.0,96.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\metrics\TestDataNodeOutlierDetectionViaMetrics.java,,,,,
,,,,,,,,,TestDataNodeUGIProvider.java,ModificationType.MODIFY,[],1.0,1.0,177.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\datanode\web\webhdfs\TestDataNodeUGIProvider.java,,,,,
,,,,,,,,,TestDiskBalancer.java,ModificationType.MODIFY,[],1.0,1.0,617.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\diskbalancer\TestDiskBalancer.java,,,,,
,,,,,,,,,TestDiskBalancerWithMockMover.java,ModificationType.MODIFY,[],1.0,1.0,444.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\diskbalancer\TestDiskBalancerWithMockMover.java,,,,,
,,,,,,,,,TestMover.java,ModificationType.MODIFY,[],1.0,1.0,982.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\mover\TestMover.java,,,,,
,,,,,,,,,TestAddStripedBlockInFBR.java,ModificationType.MODIFY,[],1.0,1.0,90.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestAddStripedBlockInFBR.java,,,,,
,,,,,,,,,TestBackupNode.java,ModificationType.MODIFY,[],1.0,1.0,407.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestBackupNode.java,,,,,
,,,,,,,,,TestCacheDirectives.java,ModificationType.MODIFY,[],1.0,1.0,1467.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestCacheDirectives.java,,,,,
,,,,,,,,,TestCheckpoint.java,ModificationType.MODIFY,[],1.0,1.0,1858.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestCheckpoint.java,,,,,
,,,,,,,,,TestDeadDatanode.java,ModificationType.MODIFY,[],1.0,1.0,172.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestDeadDatanode.java,,,,,
,,,,,,,,,TestEditLogAutoroll.java,ModificationType.MODIFY,[],1.0,1.0,114.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestEditLogAutoroll.java,,,,,
,,,,,,,,,TestEditLogRace.java,ModificationType.MODIFY,[],1.0,1.0,506.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestEditLogRace.java,,,,,
,,,,,,,,,TestFSNamesystemLock.java,ModificationType.MODIFY,[],1.0,1.0,331.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestFSNamesystemLock.java,,,,,
,,,,,,,,,TestFsck.java,ModificationType.MODIFY,[],1.0,1.0,2033.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestFsck.java,,,,,
,,,,,,,,,TestMetaSave.java,ModificationType.MODIFY,[],1.0,1.0,229.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestMetaSave.java,,,,,
,,,,,,,,,TestNameNodeMXBean.java,ModificationType.MODIFY,[],1.0,1.0,881.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeMXBean.java,,,,,
,,,,,,,,,TestNameNodeMetadataConsistency.java,ModificationType.MODIFY,[],1.0,1.0,118.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeMetadataConsistency.java,,,,,
,,,,,,,,,TestNameNodeMetricsLogger.java,ModificationType.MODIFY,[],1.0,1.0,124.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeMetricsLogger.java,,,,,
,,,,,,,,,TestNameNodeStatusMXBean.java,ModificationType.MODIFY,[],1.0,1.0,99.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestNameNodeStatusMXBean.java,,,,,
,,,,,,,,,TestPersistentStoragePolicySatisfier.java,ModificationType.MODIFY,[],1.0,1.0,326.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestPersistentStoragePolicySatisfier.java,,,,,
,,,,,,,,,TestReencryption.java,ModificationType.MODIFY,[],1.0,1.0,1498.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestReencryption.java,,,,,
,,,,,,,,,TestUpgradeDomainBlockPlacementPolicy.java,ModificationType.MODIFY,[],1.0,1.0,182.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\TestUpgradeDomainBlockPlacementPolicy.java,,,,,
,,,,,,,,,HATestUtil.java,ModificationType.MODIFY,[],1.0,1.0,278.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\HATestUtil.java,,,,,
,,,,,,,,,TestBootstrapStandby.java,ModificationType.MODIFY,[],1.0,1.0,248.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\TestBootstrapStandby.java,,,,,
,,,,,,,,,TestDNFencing.java,ModificationType.MODIFY,[],1.0,1.0,409.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\TestDNFencing.java,,,,,
,,,,,,,,,TestDNFencingWithReplication.java,ModificationType.MODIFY,[],1.0,1.0,109.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\TestDNFencingWithReplication.java,,,,,
,,,,,,,,,TestEditLogTailer.java,ModificationType.MODIFY,[],1.0,1.0,389.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\TestEditLogTailer.java,,,,,
,,,,,,,,,TestHASafeMode.java,ModificationType.MODIFY,[],1.0,1.0,600.0,,hadoop-hdfs-project\hadoop-hdfs\src\test\java\org\apache\hadoop\hdfs\server\namenode\ha\TestHASafeMode.java,,,,,
